artist,track,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_duration_ms,audio_features_time_signature
No Doubt,Don't Speak,0.673,0.772,1,-5.246,0,0.0427,0.0223,1.23e-06,0.141,0.585,90.356,183200,4
Spin Doctors,Little Miss Can't Be Wrong,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,304600,4
Sublime,Santeria,0.825,0.914,8,-3.207,1,0.102,0.216,2.43e-05,0.228,0.774,118.912,204533,4
Blackstreet,No Diggity,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,250467,4
Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,0.631,0.749,7,-8.15,1,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,247627,4
Ini Kamoze,Here Comes the Hotstepper - Heartical Mix,0.775,0.816,0,-5.534,1,0.0281,0.164,0,0.126,0.753,98.219,214333,4
Billy Joel,The River of Dreams,0.621,0.901,2,-5.396,1,0.0302,0.17,0,0.0875,0.744,113.967,300773,4
Backstreet Boys,As Long as You Love Me,0.856,0.679,5,-6.411,0,0.351,0.0489,0,0.0895,0.85,85.535,268400,4
New Radicals,You Get What You Give,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313573,4
Eminem,My Name Is,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,4
Rage Against The Machine,Killing In The Name,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
Sheryl Crow,All I Wanna Do,0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,231093,4
Nirvana,Smells Like Teen Spirit,0.64,0.602,9,-7.902,1,0.0299,0.0646,0,0.375,0.951,111.87,193893,4
Aaliyah,Back & Forth,0.556,0.517,9,-8.769,1,0.0287,0.307,0.00115,0.077,0.779,169.938,251253,4
The Cardigans,Lovefool - Radio Edit,0.69,0.937,9,-6.289,1,0.0495,0.00469,0.00419,0.0726,0.626,104.853,268627,4
Savage Garden,I Knew I Loved You,0.667,0.753,10,-3.035,1,0.0336,0.475,0,0.0915,0.699,124.979,233693,4
Hanson,MMMBop,0.571,0.505,1,-9.312,0,0.0238,0.0757,1.04e-05,0.109,0.276,99.562,269467,4
Shania Twain,Man! I Feel Like A Woman!,0.595,0.804,7,-7.911,0,0.0326,0.0129,1.97e-05,0.299,0.586,89.846,341533,4
The Verve Pipe,The Freshmen,0.636,0.761,3,-6.389,0,0.0306,0.0517,0,0.0642,0.736,93.896,257067,4
Fiona Apple,Criminal,0.263,0.871,2,-7.496,1,0.131,0.106,0,0.363,0.622,206.68,278960,4
Vertical Horizon,Everything You Want,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,223747,4
Chumbawamba,Tubthumping,0.463,0.749,11,-8.118,0,0.0894,0.00795,0.00221,0.0558,0.888,183.054,179653,4
Incubus,Pardon Me,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787,4
CAKE,The Distance,0.551,0.578,11,-7.973,0,0.0273,0.0876,7.73e-06,0.0757,0.364,83.358,255427,4
Deee-Lite,Groove Is in the Heart,0.505,0.518,2,-8.601,1,0.023,0.403,0,0.129,0.472,81.019,247307,4
Dido,Here With Me,0.372,0.865,2,-4.918,1,0.0381,0.000453,0,0.234,0.478,174.53,258733,4
Sarah McLachlan,Building a Mystery,0.398,0.927,9,-4.212,1,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,260027,4
Oasis,Wonderwall - Remastered,0.67,0.558,2,-9.159,1,0.0251,0.238,0,0.106,0.63,80.511,173493,4
Foo Fighters,My Hero,0.58,0.575,3,-7.72,1,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,235173,4
Marcy Playground,Sex & Candy,0.64,0.894,7,-5.475,1,0.0367,0.0211,0,0.334,0.67,106.073,233893,4
Crash Test Dummies,Mmm Mmm Mmm Mmm,0.373,0.844,7,-4.332,1,0.0327,0.000109,7.7e-05,0.124,0.377,104.899,303667,4
Savage Garden,I Want You,0.673,0.538,4,-7.957,1,0.0854,0.0957,4.41e-05,0.14,0.454,85.936,207627,4
Pearl Jam,Even Flow,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760,4
Wyclef Jean,Gone Till November (feat. The New York Philharmonic Orchestra),0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,272293,4
Barenaked Ladies,One Week,0.558,0.579,11,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812,264200,4
Counting Crows,Mr. Jones,0.728,0.249,5,-15.429,1,0.0328,0.327,0.216,0.0875,0.452,93.683,195800,4
Shawn Colvin,Sunny Came Home,0.857,0.867,6,-4.952,0,0.0635,0.0271,0,0.128,0.918,104.382,253133,4
Bruce Springsteen,Streets of Philadelphia,0.42,0.672,6,-7.902,1,0.027,0.0067,0,0.108,0.476,168.019,238667,4
The Notorious B.I.G.,Mo Money Mo Problems (feat. Mase & Puff Daddy),0.69,0.805,7,-5.979,0,0.0329,0.0196,0.00282,0.281,0.738,123.871,269373,4
Matchbox Twenty,Push,0.529,0.714,6,-6.315,1,0.031,0.00901,6.26e-06,0.0772,0.814,120.598,219800,4
Haddaway,What Is Love,0.67,0.607,1,-6.827,1,0.0496,0.475,0,0.126,0.375,80.396,184333,4
Matthew Sweet,Girlfriend,0.486,0.448,7,-9.133,1,0.0342,0.757,0,0.0852,0.17,152.864,296040,3
Lisa Loeb & Nine Stories,Stay,0.541,0.677,4,-10.764,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,316467,4
Whitney Houston,I Have Nothing - Film Version,0.456,0.911,1,-4.131,1,0.0713,0.00849,0,0.0814,0.805,89.039,222480,4
Dave Matthews Band,Crash into Me,0.615,0.616,6,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,235000,4
Our Lady Peace,Innocent,0.812,0.6,7,-9.414,1,0.254,0.00308,8.38e-06,0.173,0.555,97.338,226440,4
Beck,Loser,0.472,0.946,2,-4.591,1,0.145,0.0372,0,0.352,0.486,177.489,201027,4
A Tribe Called Quest,Award Tour,0.937,0.654,8,-11.187,1,0.322,0.00533,1.26e-06,0.0542,0.607,128.462,262827,4
Warrant,Cherry Pie,0.509,0.833,7,-5.337,1,0.0597,0.0398,0.00257,0.207,0.569,79.935,330667,4
Sir Mix-A-Lot,Baby Got Back,0.292,0.714,2,-4.919,1,0.0316,0.000658,0.000109,0.102,0.462,151.412,266280,3
Shawn Mullins,Lullaby,0.621,0.539,1,-6.673,1,0.0306,0.288,0,0.106,0.173,119.925,275240,4
Silverchair,Tomorrow,0.532,0.0744,1,-16.092,1,0.0355,0.949,1.22e-05,0.106,0.125,117.131,270400,3
Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,274160,4
Sarah McLachlan,Angel,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293,4
Semisonic,Closing Time,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,232453,4
Foo Fighters,Learn to Fly,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581,4
Incubus,Drive,0.544,0.905,7,-10.732,1,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,256947,4
Pearl Jam,Even Flow,0.48,0.795,4,-6.408,0,0.0421,0.00236,0,0.189,0.432,114.674,214107,4
Spin Doctors,Two Princes,0.441,0.922,6,-6.644,0,0.0655,0.000179,1.97e-06,0.381,0.565,175.411,172160,4
Fuel,Shimmer,0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,293960,4
311,Down,0.456,0.752,11,-8.121,0,0.09,0.0095,0.00145,0.0573,0.897,183.569,179600,4
Audioslave,Like a Stone,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,4
CAKE,The Distance,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4
Foo Fighters,Everlong,0.302,0.915,6,-6.005,1,0.0703,0.00355,0.000151,0.0612,0.426,100.606,208600,4
Soundgarden,Black Hole Sun,0.429,0.937,2,-3.986,1,0.0573,0.000131,0.0002,0.0807,0.894,194.838,185027,4
Alice In Chains,Would?,0.72,0.898,11,-3.701,0,0.0997,0.0962,0,0.0675,0.964,143.431,188107,4
Goldfinger,Superman,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,255733,4
The Offspring,Pretty Fly (For a White Guy),0.167,0.972,7,-4.972,1,0.11,3.64e-05,0.00459,0.255,0.465,200.696,247173,4
Korn,Freak On a Leash,0.535,0.931,8,-4.012,1,0.0451,0.00611,7.26e-05,0.0887,0.825,120.958,159587,4
Screaming Trees,Nearly Lost You,0.6,0.811,5,-7.693,1,0.0788,0.0558,6.82e-06,0.109,0.622,124.303,196116,4
Weezer,Buddy Holly,0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,268360,4
Toad The Wet Sprocket,All I Want,0.666,0.603,2,-7.314,1,0.0258,0.00031,0.00131,0.0993,0.195,116.84,168667,3
Third Eye Blind,Semi-Charmed Life,0.76,0.702,10,-9.404,0,0.0716,0.0104,0,0.38,0.659,92.324,179600,4
Incubus,I Miss You,0.499,0.873,6,-3.902,1,0.0386,0.00468,0,0.165,0.864,142.726,134200,4
311,All Mixed Up,0.547,0.693,0,-8.786,1,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,239227,4
The Presidents Of The United States Of America,Lump,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,229467,4
Eagle-Eye Cherry,Save Tonight,0.52,0.945,1,-4.197,1,0.0335,0.00599,4.97e-05,0.0495,0.807,99.603,179600,4
Rage Against The Machine,Bulls On Parade,0.412,0.88,1,-9.001,1,0.045,0.00252,4.39e-05,0.09,0.234,105.241,197000,4
The Offspring,The Kids Aren't Alright,0.247,0.869,1,-8.382,1,0.0542,0.0104,8.59e-06,0.0954,0.601,175.26,255327,4
Sponge,Plowed,0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,209200,4
Our Lady Peace,Superman's Dead,0.795,0.706,7,-7.494,1,0.101,0.0172,0.000384,0.326,0.623,95.593,171067,4
No Doubt,Just A Girl,0.491,0.825,0,-5.503,1,0.0434,0.000777,0.02,0.107,0.925,171.658,191587,4
Sublime,What I Got,0.214,0.947,4,-5.053,1,0.0507,0.000552,0.00352,0.238,0.483,170.616,193613,4
Goldfinger,Here In Your Bedroom,0.527,0.838,3,-6.013,1,0.0323,0.0206,0.000662,0.07,0.721,117.454,255573,4
Stone Temple Pilots,Interstate Love Song,0.383,0.599,9,-5.432,1,0.0304,0.644,3.61e-05,0.311,0.547,148.018,217800,4
Alice In Chains,No Excuses,0.778,0.899,2,-6.552,1,0.0451,0.0028,0.0345,0.0263,0.881,119.995,204133,4
Blind Melon,No Rain - Remastered 2002,0.506,0.913,3,-5.301,1,0.0512,0.138,0.000853,0.135,0.894,151.182,178333,4
CAKE,Short Skirt / Long Jacket,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,225307,4
The Presidents Of The United States Of America,Volcano,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,231480,4
Korn,Got the Life,0.382,0.831,3,-7.104,1,0.0518,0.00218,8.83e-05,0.164,0.613,170.053,267633,4
Foo Fighters,Monkey Wrench,0.646,0.882,6,-5.648,0,0.0346,0.143,9.67e-06,0.335,0.908,120.837,257093,4
Our Lady Peace,Clumsy,0.768,0.744,8,-11.267,1,0.0338,0.0218,0.712,0.063,0.963,127.036,265893,4
Fastball,The Way,0.285,0.846,2,-6.472,1,0.0438,0.0404,0,0.182,0.287,108.808,318227,4
The Smashing Pumpkins,1979,0.659,0.727,4,-8.638,0,0.0455,0.119,0.00427,0.1,0.748,166.163,211080,4
Pearl Jam,Jeremy,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,178000,4
311,Amber,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4
Green Day,When I Come Around,0.583,0.652,7,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.352,97.469,249840,4
Pearl Jam,Alive,0.434,0.909,7,-6.381,1,0.0887,0.00336,0,0.324,0.356,162.227,194733,4
Eve 6,Here's to the Night,0.514,0.771,8,-7.403,0,0.0319,9.41e-05,0.0133,0.142,0.477,121.444,236533,4
Soul Asylum,Somebody to Shove (2022 Remaster),0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,285200,4
Garbage,Only Happy When It Rains,0.387,0.552,6,-7.086,1,0.0297,0.288,3.72e-06,0.303,0.336,183.171,178933,3
Alice In Chains,Man in the Box,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,235000,4
Toad The Wet Sprocket,Walk On The Ocean,0.287,0.846,4,-7.48,1,0.115,0.001,0.000589,0.217,0.29,96.999,234267,4
Beck,Loser,0.226,0.823,2,-5.425,0,0.0421,0.000132,6.41e-05,0.0891,0.406,183.809,298641,4
Goldfinger,99 Red Balloons,0.544,0.917,5,-6.086,1,0.0788,0.0306,5.32e-06,0.064,0.642,140.639,212693,4
Silverchair,Pure Massacre,0.461,0.44,10,-9.753,1,0.0303,0.198,0.0594,0.138,0.169,151.906,346187,4
Corrosion Of Conformity,Clean My Wounds,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4
Chris Cornell,Seasons,0.617,0.84,4,-4.063,1,0.0512,0.36,8.85e-05,0.179,0.57,94.676,241840,4
System Of A Down,Chop Suey!,0.481,0.94,7,-5.204,1,0.066,0.000891,0,0.0939,0.66,96.493,189333,4
Wheatus,Teenage Dirtbag,0.491,0.942,7,-5.333,1,0.132,0.156,0,0.367,0.387,100.446,191507,4
Nine Days,Absolutely (Story of a Girl) - Radio Mix,0.421,0.938,11,-4.212,0,0.0522,5.18e-05,0.00291,0.124,0.427,156.794,200800,4
Everclear,Santa Monica,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,271720,4
Foo Fighters,Breakout,0.632,0.742,10,-6.785,1,0.0342,0.225,0.00115,0.138,0.725,119.509,203000,4
Ben Folds Five,Brick,0.434,0.659,7,-8.36,1,0.0346,0.576,0.000985,0.212,0.573,132.513,138560,4
Jerry Cantrell,Cut You In,0.476,0.889,1,-5.443,1,0.0549,0.00055,0,0.0798,0.796,89.035,221547,4
The Boo Radleys,There She Goes,0.412,0.849,2,-5.625,1,0.0361,0.00212,0,0.13,0.486,174.428,258907,4
Our Lady Peace,Innocent,0.669,0.775,1,-6.059,1,0.0275,0.0388,0.00349,0.118,0.811,132.019,260160,4
Oasis,Wonderwall,0.573,0.818,4,-5.157,1,0.0471,0.0465,0,0.111,0.789,128.987,234133,4
Midnight Oil,Blue Sky Mine - Remastered,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4
Dog's Eye View,Everything Falls Apart,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,236867,4
Audioslave,Show Me How to Live,0.486,0.867,7,-5.483,1,0.0295,0.0237,1.66e-06,0.155,0.281,92.757,273533,4
Fuel,Hemorrhage (In My Hands),0.214,0.947,4,-5.053,1,0.0509,0.000553,0.00322,0.238,0.484,170.748,193613,4
Semisonic,Closing Time,0.406,0.889,10,-9.264,0,0.0542,0.00619,4.18e-06,0.323,0.286,104.952,293667,4
Stone Temple Pilots,Interstate Love Song,0.543,0.79,11,-5.932,1,0.0358,0.00811,0,0.238,0.339,80.923,236973,4
Pearl Jam,Even Flow,0.552,0.645,7,-6.595,1,0.0268,0.00187,1.38e-06,0.0424,0.588,89.518,299733,4
Seven Mary Three,Cumbersome,0.643,0.364,5,-11.018,0,0.04,0.715,0,0.659,0.283,133.377,230293,4
Candlebox,Far Behind,0.529,0.662,5,-11.745,1,0.0273,0.153,0.00542,0.099,0.302,93.93,320867,4
Stone Temple Pilots,Plush - Acoustic,0.655,0.673,5,-10.187,1,0.0301,0.0698,0.000144,0.372,0.558,123.913,236200,4
Van Halen,Right Now,0.324,0.891,10,-8.321,0,0.061,0.00386,0.000793,0.97,0.453,137.843,374120,4
ZZ Top,Doubleback,0.412,0.676,7,-7.341,1,0.0266,0.00596,0.112,0.209,0.557,155.431,333733,4
Metallica,Enter Sandman - Live,0.563,0.866,7,-8.861,1,0.0499,0.154,0,0.579,0.582,125.884,259840,4
Kenny Wayne Shepherd,Blue on Black,0.644,0.97,2,-3.166,1,0.111,0.00274,0.000234,0.295,0.634,120.328,232010,4
Damn Yankees,Coming of Age,0.48,0.947,5,-5.707,1,0.0435,1.47e-05,0.557,0.0501,0.586,137.208,204120,4
INXS,Suicide Blonde,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,4
Stone Temple Pilots,Sex Type Thing - Demo,0.499,0.752,2,-9.549,0,0.0297,5.91e-05,0.0129,0.0874,0.612,94.614,310600,1
R.E.M.,Losing My Religion,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120,4
Soundgarden,Outshined,0.137,0.916,9,-4.429,1,0.101,2.84e-05,0.00403,0.127,0.19,178.065,256333,3
Pantera,Walk,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,306040,4
Bush,Machinehead,0.374,0.716,7,-8.656,1,0.034,0.000285,0.00111,0.195,0.35,136.757,227160,4
Collective Soul,Shine,0.511,0.727,2,-10.372,1,0.0354,0.0534,1.09e-05,0.24,0.708,166.103,246240,4
Porno for Pyros,Tahitian Moon,0.569,0.789,4,-8.559,1,0.0309,5.62e-06,0.642,0.0811,0.911,115.152,235093,4
Bad Company,Holy Water,0.242,0.849,8,-7.528,1,0.0448,0.000208,0.018,0.861,0.334,123.518,274653,4
L7,Pretend We're Dead,0.66,0.567,4,-6.318,0,0.0289,0.00428,0.0137,0.11,0.182,107.754,332627,4
Nirvana,The Man Who Sold The World - Live & Loud,0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,214760,4
Stone Temple Pilots,Creep,0.662,0.8,9,-11.272,1,0.0447,0.00903,0.0034,0.577,0.416,115.394,299640,4
Deftones,My Own Summer (Shove It),0.649,0.947,6,-6.071,1,0.0824,0.000375,0.337,0.104,0.551,101.379,268067,4
Nine Inch Nails,Head Like a Hole,0.479,0.588,2,-10.773,1,0.0339,0.00214,0.709,0.319,0.305,177.014,314440,4
White Zombie,More Human Than Human,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,270000,4
Filter,"Hey Man, Nice Shot - Remastered Version",0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160,4
The Goo Goo Dolls,Name,0.639,0.929,0,-4.762,1,0.212,0.00326,0.0501,0.242,0.688,103.758,214707,4
Nirvana,Heart-Shaped Box,0.337,0.849,8,-4.604,1,0.0456,0.00136,0,0.0904,0.685,106.395,286707,4
Jane's Addiction,Been Caught Stealing,0.754,0.366,8,-10.07,1,0.0312,0.273,9.04e-05,0.106,0.469,91.147,287440,4
Alice In Chains,Man in the Box,0.49,0.91,4,-9.84,1,0.0404,0.000501,0.141,0.0605,0.281,105.451,319440,4
Alannah Myles,Black Velvet,0.628,0.884,9,-9.174,1,0.0389,0.0268,0.0156,0.336,0.59,146.429,276813,4
Van Halen,Poundcake,0.617,0.811,9,-8.017,1,0.0275,0.0171,0.0522,0.227,0.768,131.997,310707,4
Rush,Dreamline - 2004 Remaster,0.569,0.901,9,-5.197,1,0.0544,0.00555,0.26,0.16,0.839,133.194,259413,4
Dire Straits,Heavy Fuel,0.273,0.537,2,-9.612,1,0.0306,0.0241,0,0.0922,0.232,81.814,287320,4
AC/DC,Big Gun,0.684,0.645,0,-5.707,1,0.0272,0.589,0.00432,0.18,0.366,121.995,285000,4
Damn Yankees,High Enough,0.243,0.987,9,-4.192,1,0.189,0.000128,0.000117,0.923,0.473,187.042,172080,4
Collective Soul,December,0.439,0.709,0,-3.545,1,0.026,0.00565,0.00152,0.131,0.319,81.331,248640,4
The Goo Goo Dolls,Million Miles Away - Live,0.562,0.919,8,-4.458,0,0.0293,0.000223,0.113,0.142,0.728,113.357,269573,4
Red Hot Chili Peppers,My Friends,0.47,0.989,7,-3.857,1,0.0632,0.000386,0.00161,0.157,0.446,106.479,175920,4
Metallica,Until It Sleeps,0.652,0.871,5,-3.136,0,0.034,0.000535,1.23e-05,0.357,0.938,128.822,215560,4
Stone Temple Pilots,Trippin' on a Hole in a Paper Heart,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4
Buckcherry,Lit Up,0.422,0.818,8,-3.941,1,0.0319,1.64e-05,0.0137,0.0931,0.228,149.045,366400,4
Red Hot Chili Peppers,Scar Tissue,0.432,0.856,5,-8.52,1,0.0341,0.00395,6.1e-05,0.0421,0.515,143.42,283155,4
Metallica,Turn The Page,0.458,0.912,5,-3.666,1,0.0618,0.0173,0,0.363,0.611,104.522,257760,4
Stone Temple Pilots,Only Dying - Demo Edit,0.591,0.749,8,-4.145,1,0.0293,0.00677,0,0.195,0.595,132.08,206960,4
The Offspring,Self Esteem,0.67,0.677,1,-5.554,1,0.0664,0.0771,0,0.188,0.348,128.088,199980,4
Florida Georgia Line,This Is How We Roll - Remix,0.699,0.744,9,-5.776,1,0.0497,0.399,4.58e-06,0.361,0.642,96.979,230278,4
DJDS,Why Don't You Come On,0.763,0.246,5,-13.204,1,0.0445,0.833,0,0.106,0.654,124.97,164640,4
Sheppard,Smile,0.669,0.519,8,-10.082,1,0.0278,0.0396,1.63e-06,0.0961,0.396,109.998,241091,4
Tyrone Wells,Happy as the Sun,0.68,0.693,0,-7.234,1,0.0435,0.445,0,0.208,0.851,114.948,163880,4
Canopy Climbers,Home Away from Home,0.714,0.449,8,-10.816,1,0.0374,0.828,6.13e-05,0.096,0.719,96.041,203093,4
Twenty One Pilots,House of Gold,0.769,0.371,0,-8.522,1,0.0326,0.733,3.73e-05,0.106,0.653,100.001,225107,4
AJR,Growing Old on Bleecker Street,0.608,0.207,9,-9.008,1,0.034,0.966,2.31e-06,0.0796,0.23,77.305,183000,4
Yael Naim,New Soul,0.427,0.396,7,-7.725,1,0.0304,0.777,2e-06,0.102,0.369,133.131,215360,4
Mandy Harvey,Mara's Song,0.585,0.779,11,-5.083,1,0.0269,0.0827,1.77e-06,0.151,0.58,118.015,271187,4
Dawes,All Your Favorite Bands,0.501,0.629,2,-5.227,1,0.0278,0.139,0,0.228,0.454,143.926,245440,4
The Avett Brothers,Live And Die,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,201173,4
Robbie Seay Band,New Day,0.834,0.55,1,-8.622,0,0.0451,0.488,0.000476,0.109,0.142,105.008,195573,4
John Mayer,Waiting On the World to Change,0.375,0.546,2,-8.16,1,0.0294,0.451,0.000312,0.278,0.37,95.361,259120,4
Matt Simons,Catch & Release - Deepend Remix,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,4
The Head And The Heart,Lost in My Mind,0.42,0.739,1,-6.905,1,0.117,0.0128,0,0.217,0.512,124.254,234491,4
Eagles,Take It Easy - 2013 Remaster,0.513,0.496,11,-6.049,1,0.0511,0.46,0,0.106,0.676,113.072,186893,4
High Dive Heart,Vintage,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,215360,4
Nick Jonas,"Introducing Me - From ""Camp Rock 2: The Final Jam""",0.541,0.675,10,-6.136,1,0.192,0.446,0,0.107,0.686,91.09,246920,4
Corinne Bailey Rae,Put Your Records On,0.524,0.321,9,-11.452,0,0.032,0.702,0,0.124,0.27,85.328,212373,4
DISPATCH,The General,0.496,0.533,3,-4.979,0,0.0264,0.928,0,0.131,0.415,95.477,237000,4
Michael Kiwanuka,Home Again,0.769,0.284,7,-15.914,1,0.0401,0.953,0.0264,0.104,0.828,124.128,159733,4
The Tallest Man On Earth,The Gardener,0.655,0.877,9,-5.656,1,0.0329,0.22,0,0.0785,0.958,144.877,173360,4
The Black Atlantic,Dandelion,0.526,0.509,7,-10.893,1,0.0628,0.6,0,0.144,0.497,138.318,515867,4
Colbie Caillat,I Do,0.727,0.834,2,-5.851,1,0.0496,0.165,0,0.105,0.816,131.7,194120,4
Don McLean,American Pie,0.439,0.681,0,-5.516,1,0.15,0.101,0.000232,0.395,0.3,168.082,251284,4
Rick Springfield,Jessie's Girl,0.352,0.711,5,-6.412,1,0.0334,0.157,0.701,0.0683,0.422,73.161,274587,4
Imagine Dragons,Thunder / Young Dumb & Broke (with Khalid) - Medley,0.772,0.78,10,-4.288,0,0.108,0.0512,0,0.119,0.719,124.988,204347,4
Coldplay,All I Can Think About Is You,0.763,0.598,11,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,190678,4
Imagine Dragons,Believer,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,220707,4
Travis Scott,BUTTERFLY EFFECT,0.497,0.726,9,-6.08,1,0.0303,0.0413,0,0.109,0.356,172.107,193133,4
Kenny Loggins,Footloose,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4
Toby Keith,Made In America,0.629,0.795,5,-4.697,1,0.042,0.0707,0,0.324,0.843,136.991,176987,4
Europe,The Final Countdown,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,302147,4
Thomas Rhett,All-American Middle Class White Boy,0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,269453,3
Hugh Jackman,The Greatest Show,0.702,0.77,7,-9.411,1,0.128,0.00558,0.000802,0.211,0.235,118.034,225933,4
Ziv Zaifman,A Million Dreams,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,214373,4
Hugh Jackman,Come Alive,0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,207787,3
Hugh Jackman,The Other Side,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4
Loren Allred,Never Enough,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217440,4
Keala Settle,This Is Me,0.351,0.331,9,-10.316,1,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,234360,3
Zac Efron,Rewrite The Stars,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,349560,4
Michelle Williams,Tightrope,0.382,0.638,11,-4.516,0,0.041,0.0206,0,0.16,0.15,94.44,234886,4
Hugh Jackman,From Now On,0.519,0.499,0,-8.649,0,0.0603,0.442,1.04e-05,0.0743,0.264,108.012,264351,4
Kesha,This Is Me (From the Greatest Showman),0.395,0.681,2,-7.712,1,0.046,0.0324,0,0.0878,0.182,95.943,235600,4
Jacob Sutherland,The Greatest Showman Medley: Come Alive / This Is Me / From Now On,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286,4
